Total de desvios: 0, tempo total de desvios: 0.00, tempo em atencao: 47.59
Total de desvios: 0, tempo total de desvios: 0.00, tempo em atencao: 56.22
Total de desvios: 0, tempo total de desvios: 0.00, tempo em atencao: 67.01
Total de desvios: 0, tempo total de desvios: 0.00, tempo em atencao: 48.69
Total de desvios: 0, tempo total de desvios: 0.00, tempo em atencao: 58.17
Tempo do desvio: 2.46
Tempo do desvio: 1.09
Tempo do desvio: 4.27
Tempo do desvio: 1.33
Tempo do desvio: 2.32
Tempo do desvio: 5.40
Tempo do desvio: 1.44
Tempo do desvio: 1.71
Tempo do desvio: 2.28
Tempo do desvio: 0.88
Tempo do desvio: 1.23
Tempo do desvio: 0.99
Tempo do desvio: 6.37
Tempo do desvio: 1.77
Tempo do desvio: 1.32
Total de desvios: 15, tempo total de desvios: 34.84, tempo em atencao: 21.51
Tempo do desvio: 1.48
Tempo do desvio: 1.51
Tempo do desvio: 1.40
Total de desvios: 3, tempo total de desvios: 4.39, tempo em atencao: 52.99
Total de desvios: 0, tempo total de desvios: 0.00, tempo em atencao: 48.00
Tempo do desvio: 3.30
Tempo do desvio: 1.84
Tempo do desvio: 2.55
Total de desvios: 3, tempo total de desvios: 7.70, tempo em atencao: 48.46
Tempo do desvio: 42.13
Tempo do desvio: 8.61
Tempo do desvio: 3.27
Tempo do desvio: 3.14
Tempo do desvio: 1.03
Tempo do desvio: 6.89
Total number of deviations:4. Total time on disattention: 14.34. Time on attention: 22.02
Tempo do desvio: 1.40
Tempo do desvio: 2.16
Tempo do desvio: 0.84
Tempo do desvio: 1.15
Tempo do desvio: 1.02
Tempo do desvio: 5.19
Tempo do desvio: 2.09
Tempo do desvio: 1.03
Tempo do desvio: 3.95
Tempo do desvio: 1.57
Tempo do desvio: 1.21
Total number of deviations:10. Total time on disattention: 20.23. Time on attention: 52.79
Tempo do desvio: 1.83
Tempo do desvio: 0.74
Tempo do desvio: 0.84
Tempo do desvio: 2.69
Tempo do desvio: 1.72
Tempo do desvio: 1.75
Tempo do desvio: 1.59
Tempo do desvio: 1.54
Tempo do desvio: 1.32
Tempo do desvio: 1.35
Tempo do desvio: 8.85
Total number of deviations:11. Total time on disattention: 24.22. Time on attention: 57.75
Tempo do desvio: 0.99
Tempo do desvio: 5.00
Tempo do desvio: 1.48
Tempo do desvio: 2.47
Tempo do desvio: 1.29
Tempo do desvio: 1.52
Tempo do desvio: 1.13
Tempo do desvio: 3.38
Tempo do desvio: 10.02
Tempo do desvio: 2.52
Tempo do desvio: 8.55
Tempo do desvio: 0.98
Tempo do desvio: 3.31
Tempo do desvio: 4.21
Tempo do desvio: 4.40
Tempo do desvio: 2.22
Tempo do desvio: 1.26
Tempo do desvio: 1.19
Tempo do desvio: 1.55
Tempo do desvio: 4.31
Tempo do desvio: 2.07
Tempo do desvio: 2.10
Tempo do desvio: 9.58
Tempo do desvio: 1.65
Total number of deviations:23. Total time on disattention: 76.17. Time on attention: 23.50
Tempo do desvio: 25.09
Tempo do desvio: 1.22
Tempo do desvio: 0.75
Tempo do desvio: 0.71
Tempo do desvio: 1.40
Tempo do desvio: 1.20
Tempo do desvio: 1.91
Tempo do desvio: 10.97
Tempo do desvio: 3.81
Total number of deviations:9. Total time on disattention: 47.05. Time on attention: 43.96
Tempo do desvio: 1.64
Tempo do desvio: 0.71
Tempo do desvio: 4.77
Tempo do desvio: 1.87
Tempo do desvio: 0.71
Tempo do desvio: 3.01
Tempo do desvio: 1.08
Tempo do desvio: 18.26
Tempo do desvio: 4.49
Tempo do desvio: 7.08
Total number of deviations:10. Total time on disattention: 43.63. Time on attention: 23.74
Tempo do desvio: 1.04
Tempo do desvio: 4.03
Tempo do desvio: 7.85
Tempo do desvio: 4.26
Tempo do desvio: 4.89
Tempo do desvio: 10.42
Tempo do desvio: 0.76
Tempo do desvio: 3.55
Tempo do desvio: 2.10
Tempo do desvio: 5.80
Tempo do desvio: 0.87
Tempo do desvio: 1.22
Tempo do desvio: 1.22
Tempo do desvio: 1.06
Tempo do desvio: 1.07
Tempo do desvio: 1.50
Tempo do desvio: 11.10
Tempo do desvio: 0.75
