0.0,0.0,0.0,5.0
0.0,0.0,0.1,5.0
0.0,0.0,0.2,5.0
0.0,0.0,0.3,5.0
0.0,0.0,0.4,8.0
0.0,0.0,0.5,32.0
0.0,0.0,0.6,45.0
0.0,0.0,0.7,52.0
0.0,0.0,0.8,42.0
0.0,0.0,0.9,44.0
0.0,0.1,0.0,5.0
0.0,0.1,0.1,6.0
0.0,0.1,0.2,8.0
0.0,0.1,0.3,18.0
0.0,0.1,0.4,41.0
0.0,0.1,0.5,49.0
0.0,0.1,0.6,50.0
0.0,0.1,0.7,37.0
0.0,0.1,0.8,38.0
0.0,0.1,0.9,37.0
0.0,0.2,0.0,10.0
0.0,0.2,0.1,20.0
0.0,0.2,0.2,22.0
0.0,0.2,0.3,35.0
0.0,0.2,0.4,43.0
0.0,0.2,0.5,45.0
0.0,0.2,0.6,39.0
0.0,0.2,0.7,35.0
0.0,0.2,0.8,36.0
0.0,0.2,0.9,33.0
0.0,0.3,0.0,18.0
0.0,0.3,0.1,20.0
0.0,0.3,0.2,30.0
0.0,0.3,0.3,34.0
0.0,0.3,0.4,37.0
0.0,0.3,0.5,39.0
0.0,0.3,0.6,36.0
0.0,0.3,0.7,34.0
0.0,0.3,0.8,31.0
0.0,0.3,0.9,27.0
0.0,0.4,0.0,19.0
0.0,0.4,0.1,23.0
0.0,0.4,0.2,22.0
0.0,0.4,0.3,32.0
0.0,0.4,0.4,37.0
0.0,0.4,0.5,29.0
0.0,0.4,0.6,30.0
0.0,0.4,0.7,30.0
0.0,0.4,0.8,28.0
0.0,0.4,0.9,23.0
0.0,0.5,0.0,23.0
0.0,0.5,0.1,25.0
0.0,0.5,0.2,28.0
0.0,0.5,0.3,30.0
0.0,0.5,0.4,26.0
0.0,0.5,0.5,31.0
0.0,0.5,0.6,31.0
0.0,0.5,0.7,29.0
0.0,0.5,0.8,23.0
0.0,0.5,0.9,17.0
0.0,0.6,0.0,23.0
0.0,0.6,0.1,24.0
0.0,0.6,0.2,31.0
0.0,0.6,0.3,29.0
0.0,0.6,0.4,30.0
0.0,0.6,0.5,32.0
0.0,0.6,0.6,29.0
0.0,0.6,0.7,22.0
0.0,0.6,0.8,21.0
0.0,0.6,0.9,17.0
0.0,0.7,0.0,25.0
0.0,0.7,0.1,28.0
0.0,0.7,0.2,27.0
0.0,0.7,0.3,30.0
0.0,0.7,0.4,29.0
0.0,0.7,0.5,29.0
0.0,0.7,0.6,27.0
0.0,0.7,0.7,21.0
0.0,0.7,0.8,17.0
0.0,0.7,0.9,15.0
0.0,0.8,0.0,26.0
0.0,0.8,0.1,32.0
0.0,0.8,0.2,29.0
0.0,0.8,0.3,33.0
0.0,0.8,0.4,32.0
0.0,0.8,0.5,28.0
0.0,0.8,0.6,20.0
0.0,0.8,0.7,16.0
0.0,0.8,0.8,14.0
0.0,0.8,0.9,14.0
0.0,0.9,0.0,29.0
0.0,0.9,0.1,31.0
0.0,0.9,0.2,31.0
0.0,0.9,0.3,31.0
0.0,0.9,0.4,27.0
0.0,0.9,0.5,21.0
0.0,0.9,0.6,18.0
0.0,0.9,0.7,14.0
0.0,0.9,0.8,14.0
0.0,0.9,0.9,14.0
0.1,0.0,0.0,27.0
0.1,0.0,0.1,33.0
0.1,0.0,0.2,30.0
0.1,0.0,0.3,24.0
0.1,0.0,0.4,21.0
0.1,0.0,0.5,19.0
0.1,0.0,0.6,25.0
0.1,0.0,0.7,26.0
0.1,0.0,0.8,22.0
0.1,0.0,0.9,18.0
0.1,0.1,0.0,32.0
0.1,0.1,0.1,29.0
0.1,0.1,0.2,24.0
0.1,0.1,0.3,18.0
0.1,0.1,0.4,26.0
0.1,0.1,0.5,27.0
0.1,0.1,0.6,24.0
0.1,0.1,0.7,26.0
0.1,0.1,0.8,16.0
0.1,0.1,0.9,13.0
0.1,0.2,0.0,29.0
0.1,0.2,0.1,26.0
0.1,0.2,0.2,21.0
0.1,0.2,0.3,26.0
0.1,0.2,0.4,27.0
0.1,0.2,0.5,25.0
0.1,0.2,0.6,23.0
0.1,0.2,0.7,20.0
0.1,0.2,0.8,15.0
0.1,0.2,0.9,14.0
0.1,0.3,0.0,27.0
0.1,0.3,0.1,25.0
0.1,0.3,0.2,21.0
0.1,0.3,0.3,21.0
0.1,0.3,0.4,21.0
0.1,0.3,0.5,23.0
0.1,0.3,0.6,19.0
0.1,0.3,0.7,15.0
0.1,0.3,0.8,14.0
0.1,0.3,0.9,13.0
0.1,0.4,0.0,25.0
0.1,0.4,0.1,20.0
0.1,0.4,0.2,20.0
0.1,0.4,0.3,19.0
0.1,0.4,0.4,22.0
0.1,0.4,0.5,20.0
0.1,0.4,0.6,17.0
0.1,0.4,0.7,16.0
0.1,0.4,0.8,13.0
0.1,0.4,0.9,13.0
0.1,0.5,0.0,22.0
0.1,0.5,0.1,21.0
0.1,0.5,0.2,17.0
0.1,0.5,0.3,20.0
0.1,0.5,0.4,18.0
0.1,0.5,0.5,18.0
0.1,0.5,0.6,14.0
0.1,0.5,0.7,13.0
0.1,0.5,0.8,12.0
0.1,0.5,0.9,12.0
0.1,0.6,0.0,24.0
0.1,0.6,0.1,19.0
0.1,0.6,0.2,19.0
0.1,0.6,0.3,17.0
0.1,0.6,0.4,17.0
0.1,0.6,0.5,15.0
0.1,0.6,0.6,13.0
0.1,0.6,0.7,11.0
0.1,0.6,0.8,11.0
0.1,0.6,0.9,11.0
0.1,0.7,0.0,22.0
0.1,0.7,0.1,20.0
0.1,0.7,0.2,16.0
0.1,0.7,0.3,15.0
0.1,0.7,0.4,15.0
0.1,0.7,0.5,13.0
0.1,0.7,0.6,13.0
0.1,0.7,0.7,11.0
0.1,0.7,0.8,11.0
0.1,0.7,0.9,11.0
0.1,0.8,0.0,20.0
0.1,0.8,0.1,16.0
0.1,0.8,0.2,13.0
0.1,0.8,0.3,14.0
0.1,0.8,0.4,14.0
0.1,0.8,0.5,12.0
0.1,0.8,0.6,11.0
0.1,0.8,0.7,10.0
0.1,0.8,0.8,10.0
0.1,0.8,0.9,10.0
0.1,0.9,0.0,14.0
0.1,0.9,0.1,12.0
0.1,0.9,0.2,12.0
0.1,0.9,0.3,13.0
0.1,0.9,0.4,11.0
0.1,0.9,0.5,11.0
0.1,0.9,0.6,10.0
0.1,0.9,0.7,9.0
0.1,0.9,0.8,9.0
0.1,0.9,0.9,9.0
0.2,0.0,0.0,17.0
0.2,0.0,0.1,13.0
0.2,0.0,0.2,11.0
0.2,0.0,0.3,11.0
0.2,0.0,0.4,15.0
0.2,0.0,0.5,18.0
0.2,0.0,0.6,22.0
0.2,0.0,0.7,22.0
0.2,0.0,0.8,15.0
0.2,0.0,0.9,15.0
0.2,0.1,0.0,14.0
0.2,0.1,0.1,13.0
0.2,0.1,0.2,12.0
0.2,0.1,0.3,12.0
0.2,0.1,0.4,22.0
0.2,0.1,0.5,22.0
0.2,0.1,0.6,20.0
0.2,0.1,0.7,22.0
0.2,0.1,0.8,15.0
0.2,0.1,0.9,12.0
0.2,0.2,0.0,11.0
0.2,0.2,0.1,10.0
0.2,0.2,0.2,13.0
0.2,0.2,0.3,18.0
0.2,0.2,0.4,21.0
0.2,0.2,0.5,19.0
0.2,0.2,0.6,19.0
0.2,0.2,0.7,16.0
0.2,0.2,0.8,11.0
0.2,0.2,0.9,10.0
0.2,0.3,0.0,14.0
0.2,0.3,0.1,16.0
0.2,0.3,0.2,16.0
0.2,0.3,0.3,15.0
0.2,0.3,0.4,17.0
0.2,0.3,0.5,18.0
0.2,0.3,0.6,15.0
0.2,0.3,0.7,10.0
0.2,0.3,0.8,9.0
0.2,0.3,0.9,9.0
0.2,0.4,0.0,18.0
0.2,0.4,0.1,16.0
0.2,0.4,0.2,13.0
0.2,0.4,0.3,14.0
0.2,0.4,0.4,18.0
0.2,0.4,0.5,16.0
0.2,0.4,0.6,11.0
0.2,0.4,0.7,10.0
0.2,0.4,0.8,9.0
0.2,0.4,0.9,9.0
0.2,0.5,0.0,16.0
0.2,0.5,0.1,14.0
0.2,0.5,0.2,12.0
0.2,0.5,0.3,12.0
0.2,0.5,0.4,12.0
0.2,0.5,0.5,11.0
0.2,0.5,0.6,9.0
0.2,0.5,0.7,8.0
0.2,0.5,0.8,7.0
0.2,0.5,0.9,7.0
0.2,0.6,0.0,12.0
0.2,0.6,0.1,9.0
0.2,0.6,0.2,10.0
0.2,0.6,0.3,12.0
0.2,0.6,0.4,11.0
0.2,0.6,0.5,11.0
0.2,0.6,0.6,9.0
0.2,0.6,0.7,7.0
0.2,0.6,0.8,7.0
0.2,0.6,0.9,7.0
0.2,0.7,0.0,11.0
0.2,0.7,0.1,9.0
0.2,0.7,0.2,11.0
0.2,0.7,0.3,12.0
0.2,0.7,0.4,11.0
0.2,0.7,0.5,9.0
0.2,0.7,0.6,9.0
0.2,0.7,0.7,7.0
0.2,0.7,0.8,7.0
0.2,0.7,0.9,7.0
0.2,0.8,0.0,7.0
0.2,0.8,0.1,9.0
0.2,0.8,0.2,9.0
0.2,0.8,0.3,9.0
0.2,0.8,0.4,9.0
0.2,0.8,0.5,7.0
0.2,0.8,0.6,6.0
0.2,0.8,0.7,5.0
0.2,0.8,0.8,5.0
0.2,0.8,0.9,5.0
0.2,0.9,0.0,7.0
0.2,0.9,0.1,9.0
0.2,0.9,0.2,8.0
0.2,0.9,0.3,9.0
0.2,0.9,0.4,7.0
0.2,0.9,0.5,7.0
0.2,0.9,0.6,6.0
0.2,0.9,0.7,5.0
0.2,0.9,0.8,5.0
0.2,0.9,0.9,5.0
