0.0,0.0,0.0,20,1000,60,0.0
0.0,0.0,0.0,20,1000,61,0.0
0.0,0.0,0.0,20,1000,62,0.0
0.0,0.0,0.0,20,1000,63,0.0
0.0,0.0,0.0,20,1000,64,0.0
0.0,0.0,0.0,20,1001,60,0.0
0.0,0.0,0.0,20,1001,61,0.0
0.0,0.0,0.0,20,1001,62,0.0
0.0,0.0,0.0,20,1001,63,0.0
0.0,0.0,0.0,20,1001,64,0.0
0.0,0.0,0.0,20,1002,60,0.0
0.0,0.0,0.0,20,1002,61,0.0
0.0,0.0,0.0,20,1002,62,0.0
0.0,0.0,0.0,20,1002,63,0.0
0.0,0.0,0.0,20,1002,64,0.0
0.0,0.0,0.0,20,1003,60,0.0
0.0,0.0,0.0,20,1003,61,0.0
0.0,0.0,0.0,20,1003,62,0.0
0.0,0.0,0.0,20,1003,63,0.0
0.0,0.0,0.0,20,1003,64,0.0
0.0,0.0,0.0,20,1004,60,0.0
0.0,0.0,0.0,20,1004,61,0.0
0.0,0.0,0.0,20,1004,62,0.0
0.0,0.0,0.0,20,1004,63,0.0
0.0,0.0,0.0,20,1004,64,0.0
0.0,0.0,0.0,21,1000,60,0.0
0.0,0.0,0.0,21,1000,61,0.0
0.0,0.0,0.0,21,1000,62,0.0
0.0,0.0,0.0,21,1000,63,0.0
0.0,0.0,0.0,21,1000,64,0.0
0.0,0.0,0.0,21,1001,60,0.0
0.0,0.0,0.0,21,1001,61,0.0
0.0,0.0,0.0,21,1001,62,0.0
0.0,0.0,0.0,21,1001,63,0.0
0.0,0.0,0.0,21,1001,64,0.0
0.0,0.0,0.0,21,1002,60,0.0
0.0,0.0,0.0,21,1002,61,0.0
0.0,0.0,0.0,21,1002,62,0.0
0.0,0.0,0.0,21,1002,63,0.0
0.0,0.0,0.0,21,1002,64,0.0
0.0,0.0,0.0,21,1003,60,0.0
0.0,0.0,0.0,21,1003,61,0.0
0.0,0.0,0.0,21,1003,62,0.0
0.0,0.0,0.0,21,1003,63,0.0
0.0,0.0,0.0,21,1003,64,0.0
0.0,0.0,0.0,21,1004,60,0.0
0.0,0.0,0.0,21,1004,61,0.0
0.0,0.0,0.0,21,1004,62,0.0
0.0,0.0,0.0,21,1004,63,0.0
0.0,0.0,0.0,21,1004,64,0.0
0.0,0.0,0.0,22,1000,60,0.0
0.0,0.0,0.0,22,1000,61,0.0
0.0,0.0,0.0,22,1000,62,0.0
0.0,0.0,0.0,22,1000,63,0.0
0.0,0.0,0.0,22,1000,64,0.0
0.0,0.0,0.0,22,1001,60,0.0
0.0,0.0,0.0,22,1001,61,0.0
0.0,0.0,0.0,22,1001,62,0.0
0.0,0.0,0.0,22,1001,63,0.0
0.0,0.0,0.0,22,1001,64,0.0
0.0,0.0,0.0,22,1002,60,0.0
0.0,0.0,0.0,22,1002,61,0.0
0.0,0.0,0.0,22,1002,62,0.0
0.0,0.0,0.0,22,1002,63,0.0
0.0,0.0,0.0,22,1002,64,0.0
0.0,0.0,0.0,22,1003,60,0.0
0.0,0.0,0.0,22,1003,61,0.0
