0.0,0.0,0.0,30,200,44,0.0
0.0,0.0,0.0,30,200,45,0.0
0.0,0.0,0.0,30,200,46,0.0
0.0,0.0,0.0,30,200,47,0.0
0.0,0.0,0.0,30,200,48,0.0
0.0,0.0,0.0,30,201,44,0.0
0.0,0.0,0.0,30,201,45,0.0
0.0,0.0,0.0,30,201,46,0.0
0.0,0.0,0.0,30,201,47,0.0
0.0,0.0,0.0,30,201,48,0.0
0.0,0.0,0.0,30,202,44,0.0
0.0,0.0,0.0,30,202,45,0.0
0.0,0.0,0.0,30,202,46,0.0
0.0,0.0,0.0,30,202,47,0.0
0.0,0.0,0.0,30,202,48,0.0
0.0,0.0,0.0,30,203,44,0.0
0.0,0.0,0.0,30,203,45,0.0
0.0,0.0,0.0,30,203,46,0.0
0.0,0.0,0.0,30,203,47,0.0
0.0,0.0,0.0,30,203,48,0.0
0.0,0.0,0.0,30,204,44,0.0
0.0,0.0,0.0,30,204,45,0.0
0.0,0.0,0.0,30,204,46,0.0
0.0,0.0,0.0,30,204,47,0.0
0.0,0.0,0.0,30,204,48,0.0
0.0,0.0,0.0,31,200,44,0.0
0.0,0.0,0.0,31,200,45,0.0
0.0,0.0,0.0,31,200,46,0.0
0.0,0.0,0.0,31,200,47,0.0
0.0,0.0,0.0,31,200,48,0.0
0.0,0.0,0.0,31,201,44,0.0
0.0,0.0,0.0,31,201,45,0.0
0.0,0.0,0.0,31,201,46,0.0
0.0,0.0,0.0,31,201,47,0.0
0.0,0.0,0.0,31,201,48,0.0
0.0,0.0,0.0,31,202,44,0.0
0.0,0.0,0.0,31,202,45,0.0
0.0,0.0,0.0,31,202,46,0.0
0.0,0.0,0.0,31,202,47,0.0
0.0,0.0,0.0,31,202,48,0.0
0.0,0.0,0.0,31,203,44,0.0
0.0,0.0,0.0,31,203,45,0.0
0.0,0.0,0.0,31,203,46,0.0
0.0,0.0,0.0,31,203,47,0.0
0.0,0.0,0.0,31,203,48,0.0
0.0,0.0,0.0,31,204,44,0.0
0.0,0.0,0.0,31,204,45,0.0
0.0,0.0,0.0,31,204,46,0.0
0.0,0.0,0.0,31,204,47,0.0
0.0,0.0,0.0,31,204,48,0.0
0.0,0.0,0.0,32,200,44,0.0
0.0,0.0,0.0,32,200,45,0.0
0.0,0.0,0.0,32,200,46,0.0
